id,quote
17,我酗酒是出了名的。你肯定也听说过。事实上，我酗酒很久了，我喜欢喝酒。但我想喝的时候就不喝了。值班期间，我从不往嘴里塞一滴酒。我不会把酒与祖国的事务混为一谈。喝酒和履行职责是两码事。当两者相互影响时，当然是责任重于享乐，而饮酒则应立即停止。
18,我没有宗教信仰，有时我真希望所有的宗教都沉入海底。 是软弱的统治者需要利用宗教来维持他们的政府。他们把人民困在陷阱里。我的人民将学习民主原则、真理和科学教义。迷信必须摒弃。任何人都可以按照自己的意愿进行崇拜。每个人都遵循自己良心的声音。但这种行为既不能违背常识，也不能反对他人的自由。
19,在我眼里什么都没有，我只是一个热爱功绩的人。
20,我卑微的身躯终有一天会化为尘土，但土耳其共和国将永垂不朽。土耳其民族将继续毫不犹豫地走在文明的道路上，坚持保障安全和幸福的原则。
21,我对土耳其民族、土耳其社会和土耳其未来的责任尚未完成，你们将完成这些责任。你们也应向你们的后辈重复我的话。
22,"政府是好是坏？要了解哪个政府是好是坏，就必须思考 ""政府的目的是什么？政府有两个目标。其一是保护国家，其二是确保国家的福利。能确保这两点的政府是好政府，而不能确保这两点的政府则是坏政府。"
23,一言以蔽之，我们可以说，新的土耳其国家是一个人民的国家；它是人民的国家。过去的体制是个人的国家，是个人的国家。
24,一个社会能缺少什么？有一种力量使一个国家成为一个民族，推动和发展它：思想的力量，社会的力量。如果思想中充满了无意义、无用、无法想象的废话，那么这些思想就是病态的。同样，如果社会生活中充满了远离理性和逻辑的无用、有害的习俗和传统，它就不能被视为生活。它无法进步，无法发展，只能像中风一样在原地徘徊。
25,我们将永远告诉对方真相。无论带来的是灾难还是幸福，是好是坏，我们都将始终坚持真理。
26,一个国家的进步取决于青年的教育。
27,也许有一天，有人会努力忘记我或让我被人遗忘。可能会有人否定我的想法，批评我。他们甚至可能是我所熟悉和坚信的人。然而，我们播下的种子是如此简洁有力，这些思想将从印度和埃及回来，再次回来，其丰硕成果将充满人心。
28,一部作品要想具有道德价值，就必须有比个人更高的源泉。这个源泉就是社会、民族。事实上，除了个人之外，道德只能是社会的、民族的。正是国家道德要求人们为了国家的社会秩序和安宁，为了国家现在和未来的繁荣和福祉，为了国家的和平与繁荣，为了国家的文明进步和发展，而表现出兴趣、热情和自我牺牲精神，并在必要时自愿做出自我牺牲。在一个完美的民族中，民族道德的要求是由这个民族的成员以一种自觉的、情感的冲动提出的，几乎不带任何判断。这就是最伟大的民族情感、民族激情。民族的母亲、民族的父亲、民族的教师和民族的长者将在家庭、学校、军队、工厂、任何地方和任何工作中，孜孜不倦地、持续不断地对民族的孩子、民族的每一个成员进行民族教育，其目的就应该是加强这种崇高的民族感情。说道德是民族的、社会的，是民族良知的体现，就是承认道德的神圣性。道德之所以神圣，是因为它在价值上无与伦比，无法用任何其他价值来衡量。道德之所以神圣，是因为它归属于一个具有最大道德意图的主体。这个主体就是社会，而且只有社会。除此以外，别无他人。在神性中，甚至以典范方式构想的社会也是与生俱来的。因为，影响我们良知的精神生活是从社会成员的行为和行动中形成的。事实上，社会是思想和道德活动的中心。
29,我们采用西方文明并不是为了模仿它。我们采用西方文明中我们认为好的东西，是因为我们发现它在世界文明的层面上适合我们自己的结构。
30,我们说的无知，并不是指那些没有上过学的人。我们指的是知识，知道真相。
31,我们是为生命和独立而斗争的人民，看到这些血腥的斗争，看到整个文明世界袖手旁观，我们的心在滴血。
32,我们利用一切手段都是基于一个也是唯一一个基本观点。这就是我们的愿景：将土耳其民族提升到它在文明世界中应有的地位，在土耳其共和国不可动摇的基础上日益加强土耳其共和国......并为此扼杀暴政思想......
33,我们既不像民主派，也不像社会主义者。我们的管理风格既不像民主政府，也不像社会主义者。我们以自己为荣。
34,我们认为，在土耳其共和国的意义上，今天的妇女和整个土耳其历史上的妇女一样，是最崇高、最值得尊敬的人。
35,那些把我们引入歧途的邪恶之徒，往往披着宗教的外衣，总是用教规的言语欺骗我们纯洁的人民。读一读、听一听我们的历史你会发现，毁灭、奴役和摧残我们民族的罪恶，总是来自于宗教掩盖下的不信和邪恶。
36,我们在国家管理方面的主要纲领是共和人民党的纲领。其中包含的原则是启迪我们管理和政治的主线。但是，这些原则绝不能等同于所谓的天书教条。我们的灵感不是来自天上和看不见的地方，而是直接来自生活。这就是我们生活的国家，我们从其怀抱中诞生的土耳其民族，以及我们从记载着无数灾难和苦难的民族历史中得出的结论。
37,我们的国家本质上是民主国家。其文化和传统的深厚底蕴证实了这一点。
38,我们的知识分子应该为此而努力。他们为什么不来安纳托利亚试试呢？他们为什么不直接接触这个民族呢？他们应该周游全国，了解这个民族。他们应该看到自己的不足，并展示出来。这样才能热爱祖国。否则，语言是无用的！
39,今天，我们有许多同宗同教的人正在遭受囚禁之苦。我们最大的愿望是，他们也能在自己的环境中获得独立，并在完全独立的情况下为自己国家的繁荣和进步而奋斗。
40,我们现在的政府、我们的国家组织是由民族自己直接、自发创建的国家组织和政府，它的名字叫共和国。政府与民族之间不再有以往的分离。政府就是国家，国家就是政府。现在，政府和政府成员已经充分认识到，他们与国家并不分离，国家才是主人。
41,制定符合当今需要的法律并很好地执行这些法律，是实现繁荣和进步的最重要手段之一。
42,保加利亚人、塞尔维亚人、匈牙利人、罗马尼亚人坚守自己的犁地，保住了自己的生存，并变得更加强大；而我们的民族则是这些征服者背后的流浪者......
43,遗憾的是，几个世纪以来，即使在今天，仍有一些人企图利用宗教作为工具和手段，利用国内外各国的无知和偏见，达到各种政治和个人目的，谋取各种利益，但这并不妨碍我们在这个问题上发表意见。
44,独裁者就是压制人民的意志，迫使人民服从的人。我不想伤透人心，我想赢得人心。
45,我们在地球上所看到的一切都是女性的杰作。
46,世间万物，无论是物质的、精神的、生活的还是成功的，最真实的指南就是知识和科学。在科学和科学之外寻求指导，是盲从、无知和偏离正道。只要了解我们生活的每一分钟中的科学和科学的发展，并及时跟踪进步。
47,如果世界和世界各国之间没有和平、安宁和共存，那么一个国家无论做什么，都会失去和平。
48,"世界上任何一个国家的妇女的劳动都不可能超过安纳托利亚农妇的劳动，世界上任何一个国家的妇女都不能说：""我比安纳托利亚妇女付出了更多的劳动，我和安纳托利亚妇女一样为领导我的民族走向解放和胜利付出了艰辛的劳动""。"
49,一个国家及其人民受到敌人的伤害是痛苦的。但是，对于一个国家来说，被自己民族中公认为伟大的、以自己为首的人伤害，则更加痛苦。这是对心灵和良知的意想不到的伤害。
50,我们的民族是一个为祖国、自由和主权而自我牺牲的民族，这一点已经得到了证明。
51,家庭生活是社会生活的中心和核心。家庭由男人和女人组成。我不会像对我们的男人那样对我们的女人做那么多的解释，但我不能放任自流地忽略这一崇高的存在，尤其是当她们在场的时候。如果你们允许，我想说几句话，你们会很容易理解我想说的话。我在旅行中看到，不仅在乡村，尤其是在城镇，我们的女性朋友们都非常小心翼翼地遮住自己的脸和眼睛。 我想，这种风格，尤其是在这个炎热的季节，一定让她们备受煎熬和折磨。 男性朋友们，这有点像我们的大杂烩。这是我们非常宽容、非常小心的结果。但是，可敬的朋友们，我们的女性和我们一样，都是有思想有觉悟的人。为了向她们灌输强烈的道德感，为了解释我们的民族道德，为了让她们的心灵充满光明和善良，我们没有必要搞大杂烩。让他们向世界展示自己的面貌。让他们用自己的眼睛仔细观察这个世界。这没有什么可怕的。
52,要知道，土耳其共和国不可能是一个由酋长、苦行僧、门徒和追随者组成的国家。最真实、最正宗的教派是文明教派。按照文明的命令和要求行事，就足以成为人。
53,先生们，建立土耳其共和国的土耳其人民是文明的。在历史上是文明的，在现实中也是文明的。然而，作为你们的兄长、朋友和父亲，我有义务告诉你们，土耳其共和国的人民自称是文明的，但他们必须用自己的思想和头脑来证明和展示他们是文明的。自称文明的土耳其共和国人民必须用他们的家庭生活和生活方式来证明他们是文明的。换句话说，真正文明的土耳其人民，自称文明的土耳其人民，有义务在实践中证明他们是文明和先进的人民，甚至在他们的外部生活中也是如此。我必须用这样一种方式来表达最后这些话，让全国乃至全世界都明白我的意思。我想通过向贵国代表团和广大公众提出一个问题来解释这一点。 我们的着装是民族的吗？ 不，没有叫喊声）我们的着装是文明和国际的吗？ 不，没有叫喊声）我同意你的观点。 不，不，不。请原谅我的措辞。可以说是寒酸的服装既不是民族的，也不是国际的。朋友们，这可能吗？朋友们，你们愿意被这样描述吗？ 不，不，绝对不愿意）用泥巴涂抹一块非常珍贵的宝石，然后把它展示给恩佐里世界，这有什么意义吗？而矿石就藏在这泥巴里。但说你不懂，合适吗？为了展示矿石，扔泥是必要的，也是自然的。如果为了保存矿石而必须制作外壳，难道不应该用黄金或白金制作吗？面对如此清晰的事实，难道还能犹豫不决吗？如果有些人让我们犹豫不决，我们还应该犹豫不决地评判他们的幽默和口才吗？朋友们，没有必要研究和复兴都兰服饰。文明的、国际化的服饰对我们非常宝贵，对我们的民族也非常有价值。我们将采用它。我们将采用它，脚上穿一双皮靴或皮鞋，腿上穿长裤，穿背心、衬衫、领带、领子、夹克，当然，作为补充，头上还要戴一顶太阳伞。我想说得很清楚：这件衣服的名字叫帽子。就像 Redingot、Bonjour、燕尾服、连衣裙......这就是我们的帽子。有人说这是不允许的。我想对他们说，你们非常无知，非常无知。我想问他们我想再次提醒他们和整个民族，他们是何时、为何、如何穿上拜占庭祭司和犹太拉比的长袍的？
54,如果一个民族是伟大的，它就会通过承认自己而变得更加伟大。
55,在教育和培训中应采用的方法是，让知识成为确保物质生活成功的实用工具，而不是装饰品、欺凌手段或文明享乐。
56,主权属于国家。
57,帝国主义注定要灭亡。
58,最优秀的人是那些为自己所属的社会着想而不是为自己着想的人，他们用自己的生命来保护社会的存在和幸福。
59,男孩和女孩接受同样的教育非常重要。国家的儿童必须具备在经济生活中积极、有效和成功的能力。他们必须在我们的民族道德、文明原则和自由思想的熏陶下成长。在压迫和恐惧中产生的所谓道德不仅不是美德，也是不可靠的。
60,哦，英勇的土耳其妇女，你不配匍匐在地，而配肩挑云霄。
61,与过去相比，我们将更加努力。我们将在更短的时间内取得更大的成就。我毫不怀疑，我们也一定会取得成功。因为土耳其民族品格高尚。土耳其民族勤劳。土耳其民族是聪明的。因为土耳其民族知道如何通过国家统一和团结克服困难。
62,我们的年轻人和知识分子应该首先在自己的头脑中确定他们的游行目标和要做的事情，使其能够被公众消化和接受，然后才提出来。
63,教育青年。给他们积极的知识和智慧。你将与他们一起走向未来之光。当自由的思想付诸实践，土耳其民族就会崛起。
64,不要害怕说出真相。
65,美术的成功是所有革命成功的最可靠证明。不能在这方面取得成功的民族是可悲的。尽管他们取得了种种成就，但在文明领域，他们始终无法被公认为人类的佼佼者。
66,真正想为国家服务的人必须敞开心扉；必须敞开心扉说话。人民和那些领导和管理国家的人必须敞开心扉。已经发生的事情和将要做的事情必须原原本本地表达出来。否则，用诡辩来欺骗国民，就是让国民自相残杀。我们的原则必须始终是向国民表达真相。这就是启蒙国民的含义。
67,主权和苏丹权不是任何人以科学为由，通过谈判和讨论赋予任何人的。主权和苏丹地位是靠武力、权力和力量夺取的。奥斯曼人用武力夺取了土耳其民族的主权和苏丹国，并将这种统治维持了六个世纪。现在，土耳其民族对这些僭主的极限提出了警告，并通过叛乱将主权和苏丹权掌握在自己手中。这是命令。事关重大的不是民族是否会放弃主权和主权的问题。这不是问题所在。问题仅仅在于表达一个已经下达命令的事实。这将不可避免地发生。如果聚集在这里的人们、大会和每个人都将此事视为自然，那么在我看来，这将是有利的。否则，真相仍将以适当的方式得到表达。但可能会砍掉一些人的脑袋。
68,每个人的最后一口气都必须表明，土耳其民族的气息不会熄灭，它是永恒的。站起来，土耳其人！你们的高度没有极限。这是座右铭。
69,如果那些以任何方式为国家服务的人期望从国家那里得到丰厚的回报，那么他们的行为就不正确。我们不应该向国家提出过高的要求。服役者只是履行了他们的光荣职责。
70,首先，必须消除无知。因此，我们教育计划和教育政策的基石就是消除无知。只要不消除无知，我们就会原地踏步。原地踏步意味着倒退。
71,尽管存在种种困难，但我们无疑正在走向光明。让我保持这种信念的力量，不仅是我对我深爱的祖国和民族的深厚感情，也是我看到一个青年纯粹出于对祖国和真理的热爱，努力在当今的黑暗、不道德和江湖术士中传播和寻找光明。在这里，我亲爱的鲁森-埃斯雷夫-贝伊，我把你看作是这个受祝福的派别的自然成员。 我期待着你日复一日地提供更重要的服务。 我很高兴今天能够认识你，你比今天更注定要得到明天的感激和荣誉。
72,坚持保留某些没有任何连贯证据的传统和信仰的国家将很难取得进步，或许根本无法取得进步。无法克服传统条件和进步条件的国家无法看到符合理性和事实的生活。
73,永远不要忘记，共和国要求你们这一代人有自由的思想、自由的良知和自由的智慧。
74,政府之所以存在，是为了确保国家的公共秩序以及国家的和平与安宁。真正的公共秩序必须遍布全国。国民必须安居乐业，充满信心。那些企图在我国任何一个角落扰乱人民的信心、国家的完整和公共秩序的人，一定会发现国家的所有力量都在反对他们。
75,在一个没有自由的国家，就会有死亡和颓废。自由是一切进步和救赎之母。
76,自由和独立是我的性格。我是一个热爱独立的人，这是我们民族和我伟大祖先最宝贵的遗产。
77,先进政府主义的特点是，它能让人民由衷地相信它的同情心和权力。
78,先进政府主义的显著特点是能够让人民真诚地相信政府的同情心和权力。重视在共和国的所有大小官员中最大程度地培养这种心态是非常恰当的。
79,实现革命目标的人永远能够保护革命。
80,每天都有必要深化和支持革命的基础。我们不要互相欺骗，文明世界已经遥遥领先。我们必须迎头赶上，融入文明的圈子。
81,在社会生活中，人们可以被视为处于一张权利与义务的网中。只要人还是人，就无法摆脱这个网。
82,支配人们生活和活动的力量是创造力和发明能力。显而易见，具有发明创造能力的人必须是有文化的人。
83,全人类的繁荣必须取代饥饿和压迫。必须教育世界公民远离嫉妒、贪婪和仇恨。
84,这些梦想有所作为的无业游民成立了一个名为 TKP 的政党，表面上是为了造福我们的国家和民族。该党的领导人是穆斯塔法-苏菲和其他像他一样的人。在我看来，这些人做了一些朋克式的尝试，并非出于爱国情怀和真正的民族感情，而可能是为了讨好莫斯科的主事人，这些人给他们钱，保护他们，庇护他们。他们的企图是通过各种渠道将俄国布尔什维克主义引入国内。
85,我们的女性将拥有知识和科学，并将完成男性所经历的所有教育步骤。在社会生活中，女性将与男性同行，成为彼此的帮助者和支持者。
86,与邻国和所有国家和睦相处是土耳其政治的精髓。
87,我们不承认对投降书任何部分的例外。我们不承认任何司法、金融或军事投降。
88,培养我们的女孩能够捍卫和保护祖国和民族的崇高利益，应成为国民教育的基础。培养女孩的知识能力也至关重要。毫无疑问，土耳其妇女是天才。土耳其妇女已经表达了她们的愿望，希望加入代表民族管理国家命运的政治阶层。因此，我们不能让我们的妇女远离任何公民义务。因为所有权利都源于义务。
89,共产主义是一个社会问题。我国的社会条件及其宗教和民族传统的力量证实了这样一个信念，即俄罗斯的共产主义不适合我们。因此，我们的关系以及与俄罗斯人的关系只与两个独立国家的联合和联盟原则有关。
90,农民是我们所有人的恩人。我们要为这一光荣群体的福祉着想。
91,你们知道，作为一个民族，我们的心在为我们的文化事务而颤抖。在这些事务的最前沿，我必须告诉你们，我们正在认真努力地将土耳其历史建立在其正确的基础之上，并赋予土耳其语言其应有的广度。 我们已经可以相信，这些努力将取得令人瞩目的成果。
92,我们将继续按照新的现代原则组织文化考试。土耳其历史和语言学习已经取得了令人期待的启发性成果。
93,我仔细聆听了国王陛下的讲话。 难道他们要我建议一个国家元首把他的一片国土让给德国人吗？像我这样的人，一生都在为国家的独立而奋斗，不把自己的一寸土地让给别人，怎么能成为违背自己信仰的工具呢？我明白了，国王陛下，他们并不了解我和我的性格！
94,由于苏丹办公室也是哈里发办公室，因此我们的苏丹也是伊斯兰共和国的元首。
95,财富和财产压得我喘不过气来。财富有什么用，人的财富应该是自己的精神人格！
96,在我们的议会中形成和体现的我们的民族力量，将把哈里发和苏丹的职位从外国压力下解放出来，并将采取措施使奥斯曼帝国免于解体和被俘虏。整个文明世界和人类都在关注着我们一步步的行动，他们相信，一个享有完全独立的国家，一个以恪守哈里发职位为荣的国家，一个认为自己理解生活在伊斯兰世界中的国家，是不会成为俘虏的，他们将帮助你们。
97,对汹涌的文明洪流的抵抗是徒劳的，它对无知和不听话的人是非常无情的。文明可以穿山越岭，可以在天空中飞翔，可以看到、照亮和研究从看不见的微粒到星星的一切事物，面对文明的强大和伟大，那些试图以中世纪的思维方式和原始迷信行走的民族注定要灭亡，至少会被奴役和羞辱。然而，土耳其共和国人民决定永远作为一个创新和发达的国家生活下去，并以历史上独一无二的英雄气概打破了束缚的枷锁。
98,不文明的人注定要被文明人踩在脚下。
99,在国家的事务中，在民族的事务中，在现实的事务中，感情、记忆、兄弟情谊和友谊是不被考虑的。
100,除了为国家和民族的救亡和幸福而奋斗，我别无其他目标。这为一个人提供了足够的快乐和幸福。和我在一起的朋友们以及我的所有同胞们都追求着同样的目标。他们真正而严肃地认识到，只有国家的和平与幸福、国家的安全与不可侵犯，个人和家庭的和平与幸福才有可能实现。我和我身边的人都坚信我们的目标是伟大的，我们的道路是正确的。我们对此毫不怀疑或犹豫。我们对我们民族--土耳其民族的近代史和远古史有必要的了解。我们不会忘记将过去的经验教训铭记在心，以利于现在和未来的生活。我们不自夸我们的服务。我们感到欣慰的是，希望我们所提供的服务能够成为我们自豪的理由。
101,我们不能把自己的国家封闭在一个圈子里，过着与世界无关的生活。相反，我们要生活在文明水平之上，成为一个高尚、先进和文明的国家。这种生活只有通过科学和科学才能实现。科学和科学在哪里，我们就在哪里，我们要让科学和科学深入到每一个国民的心中。科学和科学是没有条件的。
102,愿国家重获独立，愿苏丹国和至高无上的伟大哈里发免于灭亡。我请你们相信这一点，我宣布我永远的奉献将与日俱增。
103,国家已经夺取了主权，而且是通过起义夺取的。被夺走的主权无论以何种理由或方式都无法放弃或归还。为了夺回主权，必须使用已经使用过的手段。
104,"我向全国人民解释说，哈里发被想象为肩负着建立一个全伊斯兰国家的职责，为了让他履行职责，土耳其国及其少数居民不能服从哈里发的命令。国家不能同意这样做！土耳其人民不能承担如此重大的责任，如此不合逻辑的义务。几个世纪以来，我们的民族一直被这种不可思议的观点所驱使。但结果呢？它所到之处，留下了数百万人。你知道有多少安纳托利亚的子民在也门的沙漠中丧生吗？ 你知道有多少人为了保护叙利亚、伊拉克，为了在埃及找到庇护所，为了在非洲坚持下去而丧生吗？那些认为哈里发应该接受世界的挑战，应该掌管所有伊斯兰事务的人，不仅应该要求安纳托利亚人民完成这项任务，还应该要求人数是其八到十倍的广大伊斯兰人民完成这项任务！新土耳其和新土耳其的人民除了自己的生活和幸福之外，再也没有什么可考虑的了......我做了以下发言，以便在人民眼中强调另一点：让我们假设一下，我说，土耳其接受了有关义务......让我们假设一下，我说，土耳其接受了有关的任务......让它朝着把整个伊斯兰世界团结在一个点上的目标前进，甚至让它取得成功！很好，但如果我们想将其置于我们的主权之下的国家说：""感谢你们的伟大服务和援助，但我们希望保持独立。我们认为任何人都不应该干涉我们的独立和主权！我们有能力自决和自治！在这种情况下，土耳其人民的所有劳动和牺牲难道仅仅是为了接受感谢和祈祷吗？可以看出，他们想为了一时的冲动、妄想和梦想而毁灭土耳其人民。这就是赋予哈里发和哈里发职责和权力的思想的本质。"
105,国家没有主人，只有服务。为国家服务的人就是国家的主人。
106,科学和技术将是我们国家政治和社会生活以及智力教育的指南。
107,我们的民族理想是通过各种手段和措施，不断培养我们民族的高尚品格、不屈不挠的勤奋、与生俱来的智慧、对科学的献身精神、对艺术的热爱和民族团结意识。这一理想非常适合土耳其民族，它将引导土耳其成功地履行其文明义务，确保全人类的真正和平。
108,不服从国家意志和愿望的人的命运就是失望和毁灭。
109,民族愿望和民族意志不是一个人的想法，而是民族所有成员的愿望和愿望的统一。
110,为了我的良知和荣誉，我必须为国家主权献出生命。
111,国家目标是明确的。找到实现目标的途径并不难。重要的是要在这些困难的道路上努力。可以说，我们什么都不需要。我们只非常需要一样东西：勤奋。如果我们分析我们的社会疾病，我们不会发现任何其他更重要的疾病，这就是疾病。因此，我们的首要任务就是从根本上治疗这种疾病。让民族勤劳起来。财富及其自然结果，繁荣和幸福，是勤劳者的权利，也只有勤劳者才有权利。
112,在敌人的旗帜从我们祖先的灵堂上撤下之前，我们不能放弃我们的国防。只要敌人的士兵还在伊斯坦布尔的寺庙里走来走去，只要外国人的脚步还没有从我们祖国的土地上挪开，我们就必须继续斗争。
113,不开朗的人有两种嫌疑。要么他有病，要么他有不想告诉别人的妄想。
114,任何力量都无法拯救一个想死的民族。土耳其民族不想死，它永远活着，先生们！
115,一个由具有共同意愿的人组成的社会，共同保护和维护遗产，这个社会就叫国家。
116,真诚的朋友要接受亲人的折磨，而这种折磨就是倾听亲人的烦恼。
117,我们尊重每一种意见，只要它是真诚的、合法的。对我们来说，每一种意见都是可敬的。无论取得多么伟大的政治和军事胜利，如果没有经济上的胜利，所取得的成就就不可能持久。
118,完全独立是我们今天所承担义务的本质。这是对整个民族和历史的责任。
119,当历史讲述土耳其革命的故事时，首先会说这是一次解放。在这场解放的各个阶段中，妇女解放尤其值得一提。
120,书写历史与创造历史同样重要。如果作者不忠于创造者，亘古不变的真理就会呈现出令人类困惑的性质。
121,基本原则是土耳其民族应作为一个有尊严和荣誉的民族生活。只有完全独立才能确保这一原则。一个被剥夺了独立的民族，无论它多么富裕和繁荣，都不配在文明人类面前表现出比仆人更高的行为。
122,不解放所有土耳其土地，我决不罢休。
123,国内和平、世界和平是土耳其共和国最基本的原则之一，也是人类和文明繁荣与进步的最基本因素。我们已经并正在尽最大努力为这一事业服务，这是一种光荣的行为。
124,土耳其政府的首要目标是为人民带来自由和幸福，照顾好我们的士兵和平民。
125,土耳其共和国的基础是文化。文化就是阅读、理解、洞察、感悟、直觉、思考和思想教育。
126,我们应利用一切出版手段来简化和丰富土耳其语，并使其为大众所接受。每个知识分子在撰写任何主题的文章时都应注意这一点，我们应使我们的口头语言和谐而优美。
127,土耳其人是一个不接受奴役的民族。土耳其民族从未被俘虏过。
128,土耳其青年将马不停蹄、不厌其烦地朝着我们的崇高理想--目标前进。我们将乐见其成。
129,土耳其民族通过重大事件证明，它是一个具有创新精神和革命精神的民族。
130,土耳其民族是一个由共和国统治的国家，共和国是一个人民行政机构。土耳其是世俗国家。每个成年人都有选择宗教的自由。
131,土耳其民族的语言是土耳其语。土耳其语是世界上最美丽、最丰富、最简单的语言。因此，每个土耳其人都非常热爱自己的语言，并努力提高它的水平。土耳其语是土耳其民族的神圣财富。因为土耳其民族认识到，它的道德、传统、记忆、兴趣，总之，使它成为今天的民族的一切，都得益于它的语言。土耳其语是土耳其民族的心脏和头脑。
132,......土耳其民族似乎还有一个共同点。事实上，只要留心观察，土耳其人或多或少都有相同的道德观。这种高尚的道德不同于任何其他民族的道德。道德在一个民族的形成过程中起着非常重要的作用。为了理解这种重要性，我们不妨先谈谈道德。我所说的道德，并不是指道德书籍中的建议，因为我们所做的事情和我们不做的事情，我们称之为道德，它们早于书籍中的内容或一些道德教师的建议，而且是人们在没有注意到这些文字和建议的情况下所做的事情。商业是理论的裁判，是理论的上级。在看到和经历了被理解为道德的事情之后，就可以理解道德规则应该如何应用。
133,最适合土耳其民族性质和习俗的行政机构是共和国行政机构。
134,在土耳其民族前进和文明的道路上，它手中和心中的火炬就是科学知识。
135,土耳其民族主义就是要维护土耳其社会的特殊性和独立身份，同时在国际交往和关系中与所有现代国家并行不悖、和睦相处，走在进步和发展的道路上。
136,我们大家都高兴地看到，土耳其历史和语言机构已经成为启迪土耳其民族生存的非常有价值的重要科学机构。历史学会已经开始履行其对整个科学界的文化使命，组织了各种大会，举办了各种展览，并通过在土耳其的发掘工作出土了大量文物。
137,在土耳其共和国的意义上，妇女与整个土耳其历史一样，是高于一切的尊贵存在，占据着最崇高的地位。
138,建立土耳其共和国的土耳其人民被称为土耳其民族。
139,土耳其国家的独立是神圣的。必须永远确保和保护它。
140,如果土耳其在反对帝国主义的斗争中树立了一个好榜样，我会感到非常高兴。
141,土耳其人民是一个民族的英雄儿女，这个民族数百年来一直过着自由和独立的生活，并将独立视为生活的必需品。这个民族过去、现在和将来都离不开独立。
142,土耳其人是所有文明国家的朋友。
143,土耳其人的尊严、荣誉和能力是非常崇高和伟大的。对于这样一个民族来说，灭亡总比苟且偷生要好。因此，要么独立，要么死亡！
144,除非国家的生命受到威胁，否则战争就是谋杀。
145,文明之路的成功取决于创新。这是社会生活、经济生活、科学和科学取得成功的发展和进步的必由之路。
146,走在文明的道路上并取得成功是一种生活状态。那些在这条道路上停滞不前的人，或者那些无知愚昧到只向后看而不向前看的人，注定会被汹涌的文明洪流淹没。
147,良心自由是绝对的、不可侵犯的，必须被视为个人最重要的自然权利之一。
148,接受外国的赞助和支持，无异于承认自己的无能和懒惰，承认自己缺乏人文素质。
149,我们从不认为我们所做的已经足够。因为我们有义务、有决心做更多更大的工作。我们将把我们的国家提升到世界上最繁荣、最文明的国家的水平。我们将为我们的国家提供最广泛的繁荣手段和源泉。我们将把我们的民族文化提升到当代文明的水平之上。
150,人生苦短。婚姻是人们普遍认为合适的庆祝和加冕方式。不遵循这一普遍规则的人少之又少。那些例外的人是那些不快乐的人，不是因为原来的规则不好，而是因为他们受到一些原因的影响，使他们无法相信这个好的规则，也许是因为他们害怕结婚。一个不可否认的事实是，人和生活都离不开女人。结婚的人已经获得了生命中不可或缺的元素，他们的所有思想和欲望都指向了一个目的、一种职业、一个目标。愿幸运之神眷顾夫妻双方的心灵！
