id,quote
35,私たちを迷わせた悪人たちは、しばしば宗教のベールに身を隠し、宗教的な決まりの言葉で私たちの純粋で清らかな人々を常に欺いてきた。私たちの歴史を読み、耳を傾けてください...。この国を破滅させ、奴隷にし、荒廃させた悪は、常に宗教を隠れ蓑にした不信と悪から来ていることがわかるだろう。
36,国政における我々の主要な綱領は、共和国人民党の綱領である。そこに含まれる原則は、行政や政治においてわれわれを啓発する主要な線である。しかし、これらの原則は、天から降ってきたとされる書物の教義と決して同一視してはならない。私たちは、天や目に見えないものからではなく、人生から直接インスピレーションを得るのだ。それは、私たちが住んでいる国であり、私たちの懐から生まれたトルコ民族であり、千差万別の災害と苦難を記録した民族の歴史から私たちが導き出した結論なのだ。
37,わが国は本質的に民主的である。その文化と伝統の最も深い過去の段階が、それを裏付けている。
38,私たちの知識人はこれに取り組むべきだ。なぜアナトリアに来て試さないのか！なぜ国民と直接触れ合わないのか！国中を旅して、国民を知るべきだ。何が欠けているのかを見て、それを示すべきだ。それが国を愛する方法だ。そうでなければ、言葉は役に立たない！
39,今日、囚われの身となって苦しんでいる同胞が大勢います。彼らもまた、それぞれの環境で自立し、完全な独立性をもって自国の繁栄と向上のために努力することが、私たちの最大の願いです。
40,現在の政府、国家組織は、国民が直接自発的に作り上げた国家組織であり政府であり、その名称は共和国である。もはや政府と国家の間にかつてのような隔たりはない。政府は国家であり、国家は政府である。今や政府と政府の構成員は、自分たちが国家から切り離された存在ではなく、国家が主人であることを完全に理解した。
41,今日のニーズに合わせて法律を作り、それをうまく運用することは、繁栄と進歩の最も重要な手段のひとつである。
42,ブルガリア人、セルビア人、ハンガリー人、ルーマニア人は、自分たちの耕作に固執し、自分たちの存在を守り、より強くなっていった。
43,この何世紀にもわたってそうであったように、今日でも、内外の国々の無知と偏見につけこんで、あらゆる種類の政治的・個人的な目的と利益を得るための道具として宗教を利用しようとする輩が存在するが、残念ながら、私たちがこの問題について発言することを妨げるものではない。
44,独裁者とは、民衆の意思を抑圧し、服従を強いる人のことだ。私は心を壊したくない。
45,私たちが地球上で目にするすべてのものは、女性たちの作品である。
46,物質的なもの、精神的なもの、人生、成功など、この世のあらゆるものに対する最も真の指針は、知識と科学である。科学や科学の外に指針を求めることは、無頓着、無知、正しい道からの逸脱である。私たちが生きている間、科学とサイエンスの発展を理解し、その進歩をタイムリーに追うことだけが必要なのだ。
47,世界と世界の国々の間に平和、平穏、良好な共存がなければ、その国が何をしようとも平和は奪われる。
48,世界のどこの国でも、女性の労働をアナトリアの農民女性のそれ以上に言及することは不可能であり、世界のどの国の女性も、「私はアナトリアの女性以上に働き、アナトリアの女性と同じぐらい労働して、祖国を解放と勝利に導いた」と言うことはできない。
49,国や国民にとって、敵に危害を加えられることは苦痛である。しかし、自国民の中で偉大であると認め、その先頭に立つ人々から危害を加えられることは、その国にとってさらに大きな苦痛である。これは、心と良心にとって予期せぬ傷である。
50,わが国は、祖国と自由と主権のために自己犠牲を払う国民である。
51,家族生活は社会生活の中心であり、中心的存在である。家族は男と女で構成されている。女性については、男性ほど多くの説明はしないが、この崇高な存在を、特に彼女たちの前では、甘んじて見過ごすわけにはいかない。もしお許しいただけるなら、私が言いたいことを簡単に理解していただけるよう、少しお話ししましょう。旅行中、村だけでなく、特に町や都市で、女友達が細心の注意を払って顔や目を覆っているのを見た。 このスタイル、特にこの暑い季節には、彼女たちを苦しめ、苦しめる原因になっているに違いないと推測する。 男友達よ、これは少しばかり我々のホドホドの仕業だ。私たちがとても寛容で、とても慎重であることの結果なのだ。しかし、尊敬すべき友人たちよ、我々の女性たちも我々と同様、現実的で思慮深い人々なのだ。彼女たちに強い道徳観を植え付け、私たちの国民道徳を説明し、彼女たちの心を光と優しさで特徴づけるためには、あまりごった煮にする必要はない。彼らに自分の顔を世界に見せてあげなさい。そして、彼らの目で世界を注意深く見てみよう。何も恐れることはない。
52,トルコ共和国は、首長、ダーヴィッシュ、弟子、信者の国にはなり得ないことをよく知るがよい。最も真正な宗派は文明の宗派である。文明が命じ、要求することを実行することで、人間として十分なのだ。
53,皆さん、トルコ共和国を建国したトルコの人々は文明人です。歴史においても文明的であり、現実においても文明的である。しかし、あなた方の兄弟として、友人として、父親として、私はあなた方に、自分たちは文明人であると言うトルコ共和国の人々は、自分たちが文明人であることを、自分たちの考えや精神で証明し、実証しなければならないことを伝えなければならない。文明人であると主張するトルコ共和国の国民は、その家庭生活や生き方で文明人であることを示さなければならない。言い換えれば、文明人であると主張するトルコの真に文明的な人々は、自分たちが文明的で先進的な人々であることを、外面的な生活においても実際に示す義務がある。私は、この最後の言葉を、国全体、そして世界が私の言いたいことを理解できるように表現しなければならない。私はこの説明を、あなた方の代表団、そして一般の人々に質問を投げかけることによって行いたいと思います。 私たちの服装は民族的ですか？ （いいえ、叫ばないでください） 私たちの服装は文明的で国際的ですか？ （いいえ、叫ばないでください） 私はあなたに同意します。失礼。みすぼらしいとしか言いようのない服装は、国家的でも国際的でもない。では、服のない国？ そんなことが可能なのか、諸君？そんな風に表現されてもいいのか、諸君？ いやいや、絶対にいやだ）とても貴重な宝石に泥を塗って、それをエンゾリ界に見せることに意味があるのか？この泥の中に鉱石が隠されているのだ。しかし、わからないと言っていいのだろうか。鉱石を見せるために泥を投げるのは必要なことであり、当然のことである。鉱石を保存するためにケーシングを作る必要があるのなら、金やプラチナで作るべきではないのか？このような明確な真実を前にして、躊躇することが許されるだろうか？私たちを躊躇させるような人々がいたとしても、彼らのユーモアや雄弁を判断することをためらうだろうか？友よ、ツラニアの衣装を研究し、復活させる必要はない。文明的で国際的な衣装は、我々にとって非常に貴重であり、我が国にとって価値あるものである。我々はそれを採用する。足にはスキットルかフォトイン、脚にはズボン、ベスト、シャツ、ネクタイ、襟、上着、そしてもちろん、これらを補完するものとして、頭には日傘を差したセラペを着用する。これだけははっきり言っておきたい：この衣服の名前は帽子と呼ばれている。レディンゴのような、ボンジュールのような、タキシードのような、フロックコートのような......。これを許されないと言う人たちがいる。私は彼らに、あなたは非常に無知であり、非常に無知であると言いたい。そして彼らに尋ねたい：なぜ、ギリシャのセラペであるフェズの着用は許されるのに、帽子の着用は許されないのでしょうか。また、彼らや全国民に、いつ、なぜ、どのようにして、ビザンチンの司祭やユダヤ教のラビの服装であるローブを着用したのかを思い出してもらいたいのです。
54,国家が偉大であるならば、自らを認識することでより偉大になる。
55,教育や訓練に生かすべき道は、知識を装飾品やいじめの手段や文明的な楽しみではなく、物質的な生活での成功を保証する実用的で使える道具にすることである。
56,主権は国家にある。
57,帝国主義は破滅的だ。
58,最良の個人とは、自分のことよりも自分が属する社会のことを考え、その存在と幸福を守るために自分の人生を捧げる人のことである。
59,男子も女子も同じ教育を受けることが重要である。この国の子供たちは、経済生活において活動的で、効果的で、成功する能力を身につけなければならない。子供たちは、わが国の道徳、文明的原則、自由な思想を身につけて育たなければならない。抑圧と恐怖から生まれたいわゆる道徳は、美徳ではないだけでなく、信頼できないものでもある。
60,英雄的なトルコ人女性よ、あなたは地を這うのではなく、肩を組んで空に昇るにふさわしい。
61,過去に比べれば、私たちはよりハードに働くだろう。より短い時間でより大きなことを成し遂げる。これも成功すると確信している。なぜならトルコ国民は高い人格を持っているからだ。トルコ国民は勤勉だ。トルコ国民は知的です。トルコ国民は国民の団結と連帯で困難を克服する方法を知っているからだ。
62,若者や知識人たちは、まず自分たちが何のために行進するのか、何をするのかを自分たちの頭で決め、それを消化しやすく、大衆に受け入れられるものにして、初めてそれを前面に出すべきだ。
63,若者を教育する。彼らに知識と知恵という前向きな考えを与えなさい。彼らとともに未来の光に到達するのだ。自由な思想が実践されるとき、トルコ民族は立ち上がるだろう。
64,真実を話すことを恐れてはいけない。
65,芸術における成功は、すべての革命が成功する最も確かな証拠である。これを成功させることができない国々は哀れである。どんな功績を残しても、文明の分野で高い人間性を認められることはない。
66,本当に国のために尽くそうとする者は、心を開いていなければならない。国民も、国家を指導し管理する人々も、非常にオープンに話さなければならない。起こったこと、なすべきことをありのままに表現しなければならない。そうでなければ、詭弁で国民を欺くことは、国民同士を対立させることになる。私たちのルールは、常に国民に対して真実を表明することでなければならない。これが国民を啓蒙するということだ。
67,主権とスルタンは、科学の問題であるという理由で、交渉や話し合いによって誰かに与えられるものではない。主権とスルタン位は、力、権力、武力によって奪われる。オスマン朝はトルコ民族の主権とスルタンを力によって奪い、この支配を6世紀にわたって維持してきた。今、トルコ民族は、これらの反逆者の限界に警告を発し、反乱によって主権とスルタンを自らの手に握った。これは命令である。問題となっているのは、国家が主権とスルタン制を放棄するかどうかという問題ではない。これは問題ではない。問題は、すでに定められた事実の表現にすぎない。これは必然的に起こることだ。ここに集まった人々、議会、そして誰もがこの問題を自然なこととしてとらえるなら、それは好ましいことだと私は思う。そうでなければ、真実は正しい形で表現されるでしょう。しかし、おそらく何人かの首が切られるだろう。
68,一人ひとりの最後の息は、トルコ民族の息が絶えることがないこと、それが永遠であることを示すものでなければならない。立ち上がれ、トルコ人！高さに限界はない。これがモットーだ。
69,どのような形であれ、奉仕する者が国家から大きな報酬を期待するのであれば、それは正しい行動ではない。国家に多くを求めるべきではない。奉仕する者たちは、名誉の義務を果たしているに過ぎない。
70,まず第一に、無知をなくす必要がある。ですから、私たちの教育プログラムや教育政策の礎石は、無知をなくすことです。これがなくならない限り、私たちは今いる場所にとどまる。立ち止まっているものは、後退していることを意味する。
71,どんなことがあっても、私たちは確実に光に向かって歩いている。この信念を私の中に生かし続けている力は、愛する祖国と国家への分かちがたい愛情だけでなく、純粋に祖国と真実への愛から、今日の暗闇、不道徳、詭弁の中で光を広め、探そうとしている若者を目の当たりにしているからだ。親愛なるルシェン・エシュレフ・ベイよ、私はあなたをこの祝福された派閥の自然な一員と見ている。 日々、あなたの重要な奉仕を楽しみにしている。 今日よりも明日の感謝と名誉を受ける運命にあるあなたを、今日知ることができたことを嬉しく思う。
72,首尾一貫した証拠に基づかない特定の伝統や信念の保持を主張する国家は、進歩することが非常に困難であり、おそらくまったく進歩できないだろう。進歩における伝統の条件や条件を克服できない国家は、理性と事実に従った生活を見ることができない。
73,共和国があなた方に求めるのは、思想の自由、良心の自由、知恵の自由な世代であることを決して忘れてはならない。
74,政府の存在理由は、国の公の秩序と国民の平和と安寧を確保することである。真の公の秩序が国全体に行き渡らなければならない。国民は大いなる平和と信頼のうちに安寧でなければならない。わが国のあらゆる場所で、国民の信頼、国家の完全性、公の秩序を乱そうとする者は、国家のあらゆる力をもって彼らに対抗しなければならない。
75,自由のない国には死と退廃がある。自由はあらゆる進歩と救済の母である。
76,自由と独立は私の個性である。私は、独立の愛によって創造された人間であり、それは私の国家と偉大な先祖の最も貴重な遺産である。
77,先進的な政府主義の特徴は、国民にその権力と同時に思いやりを心から信じさせることができることだ。
78,先進的な政府主義の特徴は、国民にその権力と同時に思いやりを心から信じさせる能力にある。共和国の大小を問わず、すべての役人がこの精神を最大限に発達させることを重視することは、非常に適切なことであろう。
79,革命の目標を実現する者は、常にそれを守ることができる。
80,日々、革命の基盤を深め、支えることが必要だ。文明世界ははるか先を進んでいる。われわれはそれに追いつき、文明の輪に加わる義務がある。
81,社会生活において、人は権利と義務の網の目の中にいると考えることができる。人々が人間であり続ける限り、この網から抜け出すことはできない。
82,人々の生活と活動を支配する力は、創造性と発明する能力である。発明や創造ができる人は教養がなければならないことが明らかになってきた。
83,人類全体の繁栄が、飢餓と抑圧に取って代わらなければならない。世界の市民は、妬み、貪欲、憎しみから目を背けるよう教育されなければならない。
84,この浮浪者たちは、何かをすることを夢見て、表向きはわが国と国家のためにTKPという政党を設立した。この党の党首はムスタファ・スフィと彼のような者たちだ。私に言わせれば、この連中は愛国心や真の国家感情からではなく、おそらく彼らに金を与え、保護し、後援しているモスクワの公明党のご機嫌を取るために、チンピラじみた試みをしたのだろう。彼らの試みは、ロシアのボリシェヴィズムをさまざまなルートを通じて国内に導入することだった。
85,私たちの女性は知識と科学を持ち、男性が通過するすべての教育段階を通過する。女性は社会生活において男性とともに歩み、互いに助け合い、支え合う存在となる。
86,隣国やすべての国家とうまくやっていくことがトルコ政治の本質である。
87,我々は、盟約のいかなる部分についても例外を認めない。我々は司法、財政、軍事のいずれの降伏も認めない。
88,祖国と国家の高い利益を守り抜くことのできる女児を育てることは、国民教育の基本であるべきだ。そして、少女たちに知的能力を与えることが不可欠である。トルコ人女性が天才的な才能を持っていることは間違いない。トルコの女性たちは、国民を代表して国の運命を管理する政治家層に加わりたいという願望を表明している。したがって、私たちは女性たちを市民の義務から遠ざけることはできない。すべての権利は義務から生じるからだ。
89,共産主義は社会問題である。わが国の社会情勢と宗教的・民族的伝統の強さは、ロシアにおける共産主義はわれわれにはふさわしくないという確信を裏付けるものである。したがって、わが国とロシアとの関係は、2つの独立国家の連合と同盟の原則にのみ関係している。
90,農民は我々全員の恩人だ。私たちは、この尊い要素の福祉について考える。
91,私たちの心が、文化的な問題に国家として震えていることはご存知の通りです。その最前線において、私たちはトルコの歴史を正しい土台の上に確立し、トルコ語にふさわしい幅を与えるべく、真剣に努力していることをお伝えしなければなりません。 これらの努力がめざましい成果をもたらすことを、私たちはすでに確信しています。
92,私たちは、新しく現代的な原則に従って、文化試験を組織し続けています。トルコの歴史と言語の学習は、すでにその待望の啓発的な結果を示しています。
93,私は国王陛下のお言葉に耳を傾けた。 国家元首である私に、ドイツに国土の一部を割譲するよう進言しろというのだろうか。国の独立のために生涯を戦い、一片の国土も他国には渡さない私のような男が、どうして自分の信念に反することの道具になり得るのか。国王陛下、彼らは私と私の性格をよくご存じないようです！
94,スルタンの執務室はカリフの執務室でもあるので、我々のスルタンはイスラム共和国の元首でもある。
95,富と財産は私を重くする。富を何に使おうというのだろう。人間の富は、自分自身の精神的な人格にあるべきだ！
96,我々の議会において形成され顕現している我々の国力は、カリフ制とスルタン制を外国の圧力から解放し、オスマン国家を崩壊と捕囚から救うための措置をとるであろう。完全な独立を享受し、カリフの地位に対する良心的な愛着を誇りとし、イスラム世界の中で生きることを自らに理解している国家が、捕虜になるはずがないという信念をもって、我々の行動を一歩一歩見守っている全文明世界と全人類は、あなた方を支援するでしょう。
97,荒れ狂う文明の洪水に対する抵抗は無益であり、無知で不従順な者に対しては容赦がない。山々を貫き、空を飛び、目に見えない粒子から星まで、あらゆるものを見、照らし、調べる文明の力と偉大さの前では、中世の精神性や原始的な迷信とともに歩もうとする国々は滅びるか、少なくとも奴隷となり屈辱を味わう運命にある。しかし、トルコ共和国の人々は、革新的な先進国として永遠に生きることを決意し、歴史上類を見ないヒロイズムで束縛の鎖を打ち砕いた。
98,未開の人々は文明人の足下にとどまる運命にある。
99,国の問題、国家の問題、現実の問題において、感情、思い出、兄弟愛、友情は考慮されない。
100,私は、国と民族の救済と幸福のために働くこと以外に目的はない。これは人間にとって十分な喜びと楽しみを与えてくれる。私とともにいる友人たち、そしてすべての同胞も同じ目標を追求している。彼らは、個人と家族の平和と幸福は、国家の平和と幸福、そして国の安全と不可侵があって初めて可能になることを、現実的かつ真剣に悟っている。私も、そして私とともにいる者たちも、私たちの目標の偉大さと私たちの道の正しさを確信している。このことに疑いもためらいもない。私たちは、私たちの国家、トルコ民族の最近と遠い歴史について必要な知識を持っている。我々は、現在と未来の生活のために、過去の教訓を心に留めておく配慮を怠っていない。私たちは自分たちの奉仕を誇ることはない。われわれは、われわれが提供するサービスが誇りの理由となりうるという希望によって慰められるのである。
101,自国を丸で囲み、世界と無関係に生きることはできない。それどころか、高揚した先進文明国として、文明の水準を超えて生きていくのだ。この生き方は、科学と科学によってのみ達成できる。私たちは、科学と科学のあるところならどこにでも行き、国民一人ひとりの心の中に科学と科学を根付かせます。科学と科学に条件はない。
102,国家が独立を取り戻し、スルタンと最高で偉大なカリフが消滅から救われますように。私の永遠の献身がますます高まっていることを宣言することで、このことを信じていただきたい。
103,国家は主権を奪い、反乱を起こして奪った。奪われた主権は、いかなる理由であれ、いかなる方法であれ、放棄したり返還したりすることはできない。この主権を取り戻すためには、すでに使われた手段を使う必要がある。
104,私は国民に、イスラム全体の国家を樹立する義務を負っていると想像されるカリフがその義務を果たすためには、トルコ国家とその一握りの住民をカリフの命令に服従させることはできないと説明した。国民はこれに同意することはできない！トルコ国民は、このような大きな責任、このような非論理的な義務を引き受けることはできない。何世紀もの間、わが国はこの信じがたい見解によって動かされてきた。しかし、何が起こったのか？トルコはどこに行っても何百万人もの人々を置き去りにした。シリアやイラクを守るために、エジプトに避難するために、アフリカで持ちこたえるために、どれだけの人々が命を落としたか知っているのか？カリフが世界に挑戦し、イスラムのすべての問題を担当すべきだと考える人々は、アナトリアの人々だけでなく、8倍から10倍もいるイスラムの大集団にもこの任務を要求すべきだ！新生トルコと新生トルコの人々は、もはや自分たちの生活と幸福以外に考えることはない...。トルコが問題の義務を受け入れたと仮定しよう。トルコが問題の任務を引き受けたと仮定しよう......イスラム世界全体を一点で統合するという目標に向かって進軍し、成功さえしよう！しかし、もし我々が統治下に置きたいと考えている国々が、「多大な奉仕と援助には感謝するが、我々は独立を保ちたい。われわれの独立と主権に誰かが干渉することは適切でないと考える！ われわれには自決と自治の能力がある！その場合、トルコ国民の労苦と犠牲は、ただ感謝と祈りを受けるためだけに犠牲になるのでしょうか？彼らは、気まぐれや妄想や夢のためにトルコ国民を滅ぼそうとしていることがわかった。これが、カリフとカリフに義務と権限を与えるという考えの本質であった。
105,国家に主人はいない。この国に仕える者が、この国の主となるのだ
106,わが国の政治的・社会的生活と知的教育におけるわれわれの指針は、科学と技術である。
107,高い人格、不屈の勤勉さ、生まれつきの知性、科学への傾倒、芸術への愛、民族の一体感を、あらゆる手段や手段を通じて絶えず育み、発展させることは、わが民族の理想である。この理想はトルコ民族に非常に適しており、全人類の真の平和を確保するという文明的義務を果たす上で、トルコ民族を成功へと導くだろう。
108,国家の意志と願望に従わない者の運命は、失望と消滅である。
109,国家の願望と国家意志は、一個人の考えではなく、国家の全構成員の願望と願望の統一体である。
110,私は自分の良心と名誉のために、国家主権のために命を捧げる義務がある。
111,国家目標は明確だ。それに到達する方法を見つけるのは難しくない。重要なのは、その困難な道に取り組むことだ。私たちには何も必要ないと言える。必要なのはただひとつ：勤勉であることだ。社会的な病気を分析すれば、他にもっと重要な病気を発見することはできない。したがって、私たちの最初の仕事は、この病気を根本的に治療することである。国民を勤勉にすること。富とその当然の帰結である繁栄と幸福は、勤勉な者の権利であり、勤勉な者だけの権利である。
112,敵の旗が祖先の暖炉から引き揚げられるまで、われわれは国防を放棄することはできない。敵兵がイスタンブールの寺院を歩き回る限り、そして外国人の足が祖国の土地から取り除かれない限り、我々は闘争を続けなければならない。
113,陽気でない人は2つの意味で疑われる。病気か、他人に知らせたくない妄想を抱いているかだ。
114,いかなる力も、死を望む国家を救うことはできない。トルコ民族は死を望んでいない！
115,遺産を守り、維持しようという共通の意志を持った人々からなる社会を国家と呼ぶ。
116,その拷問とは、愛する者の悩みを聞くことである。
117,私たちは、それが誠実で正当なものである限り、あらゆる意見を尊重する。どのような意見も、我々にとっては尊重すべきものである。政治的、軍事的勝利がいかに偉大なものであっても、経済的勝利の栄冠がなければ、勝ち取るべき成果は存続し、永続することはできない。
118,完全な独立は、我々が今日引き受けた義務の本質である。この義務は、全国民と歴史に負っている。
119,歴史がトルコ革命を語るとき、それは何よりもまず解放であったと言うだろう。この解放のさまざまな段階の中で、特に女性の解放が挙げられるだろう。
120,歴史を書くことは、歴史を作ることと同じくらい重要である。書き手が作り手に忠実でなければ、不変の真実は人類を困惑させる性質を帯びるだろう。
121,基本原則は、トルコ民族が尊厳と名誉のある民族として生きることである。この原則は、完全な独立によってのみ保証される。独立を奪われた国家は、いかに豊かで繁栄していようとも、文明的人類の面前で召使いとなる以上の振る舞いをする資格はない。
122,トルコの全土が解放されるまで、私はやめない。
123,国内における平和、世界における平和は、トルコ共和国の最も基本的な原則のひとつであり、人類と文明の繁栄と進歩に最も不可欠な要素でなければならない。私たちがこの大義に奉仕し、そのために全力を尽くすことは、名誉ある行為である。
124,トルコ政府の第一の目的は、国民に自由と幸福を与え、兵士だけでなく民間人にも配慮することである。
125,トルコ共和国の基礎は文化である。文化とは、読むこと、理解すること、見ることができるようになること、見たものを理解すること、直感を働かせること、考えること、心を教育することである。
126,私たちは、トルコ語を簡素化し、豊かにし、国民にトルコ語を採用させるために、あらゆる出版手段を利用すべきである。あらゆる知識人は、あらゆるテーマについて執筆する際、このことに注意を払うことができるはずであり、私たちの話し言葉を調和のとれた美しいものにしなければならない。
127,トルコ人は束縛を受け入れない民族である。トルコ民族は一度も捕虜になったことがない。
