id,quote
28,"Affinché un'opera abbia valore morale, deve provenire da una fonte più alta delle singole persone. Questa fonte è la comunità, la nazione. Infatti, la morale, al di là e al di sopra degli individui privati, può essere solo sociale, nazionale. È la morale nazionale che esige dalle persone interesse, zelo, abnegazione e, quando necessario, sacrificio volontario per il bene dell'ordine e della tranquillità sociale della nazione, della sua prosperità e del suo benessere nel presente e nel futuro, della sua pace e della sua prosperità, del suo progresso e del suo sviluppo nella civiltà. In una nazione perfetta, i requisiti della moralità nazionale sono stabiliti dai membri di quella nazione con un impulso coscienzioso ed emotivo, quasi senza giudizio. Questo è il più grande sentimento nazionale, l'eccitazione nazionale. Lo scopo dell'educazione nazionale che le madri nazionali, i padri nazionali, gli insegnanti nazionali e gli anziani nazionali impartiranno instancabilmente e continuamente ai figli della nazione, a ogni membro della nazione, a casa, a scuola, nell'esercito, in fabbrica, ovunque e in ogni lavoro, dovrebbe essere quello di rafforzare questo alto sentimento nazionale. Dire che la morale è nazionale e sociale e che è un'espressione della coscienza nazionale significa allo stesso tempo riconoscere il carattere sacro della morale. La morale è sacra perché non ha eguali in termini di valore e non può essere misurata con nessun altro tipo di valore. La moralità è sacra perché è attribuita a un agente con le più grandi intenzioni morali. Questo agente è la società e solo la società. Non c'è altro agente all'infuori di lui. Nella divinità è insita anche la comunità, concepita in modo esemplare. Infatti, la vita spirituale che influenza le nostre coscienze è formata dagli atti e dalle azioni dei membri della società. La società, infatti, è un centro di attività intellettuale e morale."
29,"Non adottiamo la civiltà occidentale per emularla. Adottiamo ciò che vediamo di buono in essa perché lo troviamo adatto alla nostra struttura, all'interno del livello di civiltà mondiale."
30,"Quando parliamo di ignoranti, non intendiamo coloro che non hanno studiato a scuola. Intendiamo la conoscenza, la conoscenza della verità."
31,Noi siamo il popolo che lotta per la vita e l'indipendenza e il cui cuore sanguina alla vista di queste lotte sanguinose e alla vista dell'intero mondo civilizzato che rimane come spettatore insensibile.
32,"Utilizziamo ogni mezzo sulla base di una sola visione fondamentale. Questa visione è la seguente: Elevare la nazione turca alla posizione che merita nel mondo civilizzato, rafforzare la Repubblica di Turchia ogni giorno di più sulle sue fondamenta incrollabili... e a questo scopo, uccidere l'idea di tirannia..."
33,Non siamo né democratici né socialisti. Il nostro stile di amministrazione non è né quello dei governi democratici né quello dei socialisti. Siamo orgogliosi di assomigliare a noi stessi.
34,"A nostro avviso, nel senso della Repubblica di Turchia, la donna è un essere elevato e onorevole, al livello più rispettabile, al di sopra di tutto, oggi come in tutta la storia turca."
35,"I malfattori che ci hanno sviato si sono spesso mascherati sotto il velo della religione e hanno sempre ingannato il nostro popolo puro e pulito con le parole delle regole religiose. Leggete e ascoltate la nostra storia... Vedrete che i mali che hanno rovinato, schiavizzato e devastato la nazione sono sempre venuti dalla miscredenza e dal male sotto la copertura della religione."
36,"Il nostro programma principale nell'amministrazione dello Stato è il programma del Partito Popolare Repubblicano. I principi in esso contenuti sono le linee principali che ci illuminano nell'amministrazione e nella politica. Tuttavia, questi principi non devono mai essere equiparati ai dogmi di libri che si suppone siano scesi dal cielo. Noi non traiamo le nostre ispirazioni dal cielo e dall'invisibile, ma direttamente dalla vita. Sono il Paese in cui viviamo, la nazione turca dal cui seno siamo nati e le conclusioni che abbiamo tratto dalla storia delle nazioni, che registra mille e più disastri e sofferenze."
37,La nostra nazione è essenzialmente democratica. Le fasi più profonde della sua cultura e delle sue tradizioni lo confermano.
38,"I nostri intellettuali dovrebbero lavorare su questo. Perché non vengono in Anatolia a provare? Perché non entrano in contatto diretto con la nazione! Dovrebbero viaggiare per il Paese, conoscere la nazione. Dovrebbero vedere ciò che manca e mostrarlo. È così che si ama la nazione. Altrimenti le parole sono inutili!"
39,Oggi ci sono molti dei nostri correligionari che soffrono in cattività. Il nostro più grande desiderio è che anche loro ottengano l'indipendenza nel loro ambiente e si impegnino per la prosperità e l'elevazione dei loro Paesi con una completa indipendenza.
40,"Il nostro attuale governo, la nostra organizzazione statale è un'organizzazione statale e un governo che la nazione ha creato direttamente e spontaneamente da sé, e il suo nome è Repubblica. Non esiste più la precedente separazione tra governo e nazione. Il governo è la nazione e la nazione è il governo. Ora il governo e i membri del governo hanno compreso pienamente che non sono separati dalla nazione e che la nazione è il padrone."
41,Legiferare in base alle esigenze odierne e applicarle bene è uno dei mezzi più importanti per la prosperità e il progresso.
42,"Bulgari, serbi, ungheresi, rumeni sono rimasti attaccati ai loro aratri, hanno conservato la loro esistenza e si sono rafforzati; la nostra nazione, invece, è stata un vagabondo dietro a questi conquistatori..."
43,"Come è accaduto in tutti questi secoli, anche oggi l'esistenza di coloro che tentano di usare la religione come strumento per ottenere ogni tipo di scopo e beneficio politico e personale, approfittando dell'ignoranza e dei pregiudizi delle nazioni, sia all'interno che all'esterno, purtroppo non ci impedisce di dire la nostra su questo argomento."
44,"Un dittatore è una persona che sopprime la volontà del popolo e lo costringe all'obbedienza. Non voglio spezzare i cuori, voglio conquistare i cuori."
45,Tutto ciò che vediamo sulla faccia della terra è opera di donne.
46,"La guida più vera per ogni cosa al mondo, per la vita materiale, spirituale e di successo, è la conoscenza e la scienza. Cercare una guida al di fuori della scienza e della scienza è negligenza, ignoranza e deviazione dalla retta via. È solo necessario comprendere lo sviluppo della scienza e della scienza in ogni minuto che viviamo e seguire i progressi in modo tempestivo."
47,"Se non c'è pace, tranquillità e buona convivenza nel mondo e tra le nazioni del mondo, una nazione è priva di pace, indipendentemente da ciò che fa per se stessa."
48,"In nessuna parte del mondo, in nessuna nazione, è possibile menzionare il lavoro delle donne al di sopra di quello della contadina anatolica, e nessuna donna di nessuna nazione al mondo può dire: ""Ho lavorato più della donna anatolica, ho faticato quanto la donna anatolica per condurre la mia nazione alla liberazione e alla vittoria""."
49,È doloroso per un Paese e per il suo popolo essere danneggiati dal nemico. Ma è ancora più doloroso per un Paese essere danneggiato da persone che riconosce come grandi della sua razza e che porta alla sua testa. È una ferita inaspettata per il cuore e la coscienza.
50,"La nostra nazione è un popolo che si sacrifica per la propria patria, libertà e sovranità; lo ha dimostrato."
51,"La vita familiare è il centro, il fulcro della vita sociale. La famiglia è composta da un uomo e da una donna. Non farò tante spiegazioni sulle nostre donne come ho fatto per i nostri uomini, ma non posso passare sopra a questa sublime esistenza con indulgenza, soprattutto in loro presenza. Se mi permettete, vi dirò qualche parola e capirete facilmente ciò che voglio dire. Durante i miei viaggi, ho visto che non solo nei villaggi, ma soprattutto nelle città, le nostre amiche donne si coprono il viso e gli occhi con grande cura e attenzione. Immagino che questo stile, soprattutto in questa stagione calda, debba essere per loro causa di tormento e sofferenza. Amici maschi, questo è un po' il frutto del nostro guazzabuglio. È il risultato del fatto che siamo molto indulgenti e molto attenti. Ma, onorevoli amici, le nostre donne, come noi, sono persone realizzate e riflessive. Per instillare in loro un forte senso della moralità, per spiegare la nostra morale nazionale e per caratterizzare le loro menti con la luce e la gentilezza, non c'è bisogno di essere troppo approssimativi. Lasciate che mostrino il loro volto al mondo. E che vedano il mondo con i loro occhi. Non c'è nulla da temere in questo."
52,"Sappiate che la Repubblica di Turchia non può essere un Paese di sceicchi, dervisci, discepoli e seguaci. La setta più vera e autentica è quella della civiltà. Fare ciò che la civiltà comanda e richiede è sufficiente per essere umani."
53,"Signori, il popolo turco che ha fondato la Repubblica di Turchia è civile. Civile nella storia, civile nella realtà. Tuttavia, come vostro fratello, amico e padre, sono obbligato a informarvi che il popolo della Repubblica di Turchia, che dice di essere civile, deve provare e dimostrare di esserlo con le sue idee e le sue menti. I cittadini della Repubblica di Turchia, che dicono di essere civili, devono dimostrare di esserlo con la loro vita familiare e il loro modo di vivere. In altre parole, il popolo turco veramente civile, che si dichiara tale, è obbligato a dimostrare nella pratica di essere un popolo civile e avanzato, anche nella sua vita esteriore. Devo esprimere queste ultime parole in modo che tutto il Paese e il mondo capiscano cosa intendo. Vorrei dare questa spiegazione ponendo una domanda alla vostra delegazione, al pubblico in generale. Il nostro abbigliamento è nazionale? (No, non si grida) Il nostro abbigliamento è civile e internazionale? (No, non si grida) Sono d'accordo con voi. No, no, no. Perdonate la mia espressione. Un abito che si può definire trasandato non è né nazionale né internazionale. Allora una nazione senza vestiti? È possibile, amici? Siete disposti a farvi descrivere in questo modo, amici? (No, no, assolutamente no) Ha senso intonacare una gemma molto preziosa con del fango e mostrarla al mondo degli enzori? E il minerale è nascosto in questo fango. Ma è il caso di dire che non si capisce? È necessario e naturale gettare il fango per mostrare il minerale. Se è necessario fare un involucro per la conservazione del minerale, non dovrebbe essere fatto d'oro o di platino? È lecito esitare di fronte a una verità così evidente? Se ci sono persone che ci fanno esitare, dobbiamo ancora esitare a giudicare il loro umorismo e la loro eloquenza? Amici, non è necessario ricercare e far rivivere il costume turanico. L'abito civile e internazionale è molto prezioso per noi e degno della nostra nazione. Lo adotteremo. Indosseremo un paio di birilli o di fotine ai piedi, pantaloni alle gambe, un gilet, una camicia, una cravatta, un colletto, una giacca e, naturalmente, come complemento, un serpente con un ombrellino in testa. Vorrei dirlo molto chiaramente: Il nome di questo indumento si chiama cappello. Come un redingot, come un bonjour, come uno smoking, come un frock coat... Ecco il nostro cappello. C'è chi dice che non è lecito. Vorrei dire loro che siete molto ignoranti e molto sprovveduti. E vorrei chiedere loro: Perché è lecito indossare il fez, che è un serape greco, ma non il cappello, e ancora una volta vorrei ricordare a loro e a tutta la nazione, quando, perché e come si indossava la tunica, che era l'abito dei sacerdoti bizantini e dei rabbini ebrei?"
54,"Se una nazione è grande, diventa più grande riconoscendo se stessa."
55,"La via da seguire nell'istruzione e nella formazione è quella di rendere la conoscenza un dispositivo pratico e utilizzabile che garantisca il successo nella vita materiale, piuttosto che un ornamento, un mezzo di prepotenza o un piacere civile."
56,La sovranità appartiene alla nazione.
57,L'imperialismo è condannato.
58,"Gli individui migliori sono quelli che pensano alla società a cui appartengono piuttosto che a se stessi, e danno la loro vita alla protezione della sua esistenza e della sua felicità."
59,"È importante che i ragazzi e le ragazze ricevano la stessa istruzione. I bambini del Paese devono essere equipaggiati per essere attivi, efficaci e di successo nella vita economica. Devono essere educati con la nostra morale nazionale, con principi civili e idee libere. La cosiddetta morale nata dall'oppressione e dalla paura non solo non è una virtù, ma è anche inaffidabile."
60,"O eroica donna turca, sei degna di non strisciare a terra, ma di salire in cielo sulle spalle."
61,"Rispetto al passato, lavoreremo di più. Otterremo risultati migliori in meno tempo. Non ho dubbi che avremo successo anche in questo. Perché la nazione turca ha un carattere elevato. La nazione turca è laboriosa. La nazione turca è intelligente. Perché la nazione turca sa come superare le difficoltà con l'unità e la solidarietà nazionale."
62,"I nostri giovani e gli intellettuali dovrebbero prima decidere per cosa marciare e cosa fare nella loro mente, renderli digeribili e accettabili per l'opinione pubblica, e solo dopo proporli."
63,"Educare i giovani. Date loro le idee positive della conoscenza e della saggezza. Con loro raggiungerete la luce del futuro. Quando le idee libere saranno messe in pratica, la nazione turca risorgerà."
64,Non abbiate paura di dire la verità.
65,"Il successo nelle belle arti è la prova più sicura del successo di tutte le rivoluzioni. È un peccato per le nazioni che non riescono ad avere successo in questo campo. Nonostante tutti i loro successi, saranno sempre privi di essere riconosciuti come alta umanità nel campo della civiltà."
66,"Chi vuole davvero servire il Paese deve avere un cuore aperto, deve parlare apertamente. Il popolo e coloro che guidano e gestiscono la nazione devono parlare molto apertamente. Le cose accadute e quelle da fare devono essere espresse così come sono. Altrimenti, ingannare la nazione con sofismi significa metterla l'una contro l'altra. La nostra regola deve essere sempre quella di esprimere la verità alla nazione. Illuminare la nazione significa questo."
67,"La sovranità e il sultanato non vengono concessi a nessuno da nessuno attraverso negoziati e discussioni, con la motivazione che si tratta di una questione di scienza. La sovranità e il sultanato vengono conquistati con la forza, il potere e l'impeto. Gli Osmanidi avevano preso la sovranità e il sultanato della nazione turca con la forza e avevano mantenuto questo dominio per sei secoli. Ora, la nazione turca ha avvertito i limiti di questi trasgressori e ha preso nelle proprie mani la sovranità e il sultanato attraverso la ribellione. Questo è un ordine. La posta in gioco non è se la nazione rinuncerà o meno alla sovranità e al sultanato. Non è questo il problema. La questione è solo l'espressione di un fatto che è già stato decretato. Questo accadrà, inevitabilmente. Se coloro che sono qui riuniti, l'assemblea e tutti considerano la questione come naturale, a mio parere sarà favorevole. Altrimenti, la verità sarà comunque espressa nel modo giusto. Ma forse alcune teste saranno tagliate."
68,"L'ultimo respiro di ogni individuo deve dimostrare che il respiro della nazione turca non si spegnerà, che è eterno. Alzati, turco! Non c'è limite di altezza per te. Questo è il motto."
69,"Se coloro che servono, in qualsiasi modo, si aspettano grandi ricompense dalla nazione, non stanno agendo nel modo giusto. Non dovremmo chiedere troppo alla nazione. Chi serve non ha fatto altro che compiere il proprio dovere d'onore."
70,"Prima di tutto, è necessario eliminare l'ignoranza. Pertanto, la pietra angolare del nostro programma educativo e della nostra politica educativa è l'eliminazione dell'ignoranza. Finché questa non viene eliminata, rimaniamo dove siamo. Qualcosa che rimane fermo significa che sta andando indietro."
71,"Nonostante tutto, stiamo certamente camminando verso una luce. La forza che mantiene viva in me questa convinzione non è solo l'affetto non condiviso per il mio amato Paese e la mia nazione, ma anche il fatto che vedo una gioventù che cerca di diffondere e cercare la luce nelle tenebre, nell'immoralità e nella ciarlataneria di oggi, solo per amore della patria e della verità. Qui, mio caro Ruşen Eşref Bey, ti vedo come un membro naturale di questa fazione benedetta. Attendo con ansia i tuoi servizi più importanti di giorno in giorno. Sono lieto di poterti conoscere oggi, chi più di oggi è destinato alla gratitudine e all'onore di domani."
72,"Le nazioni che insistono sulla conservazione di certe tradizioni e credenze che non si basano su alcuna prova coerente troveranno molto difficile progredire, forse non lo faranno affatto. Le nazioni che non riescono a superare le condizioni e i condizionamenti delle tradizioni nel progresso non possono vedere la vita secondo la ragione e i fatti."
73,"Non dimenticate mai che la Repubblica esige da voi generazioni libere di pensiero, libere di coscienza e libere di saggezza."
74,"La ragione dell'esistenza del governo è garantire l'ordine pubblico nel Paese e la pace e il benessere della nazione. Un vero ordine pubblico deve prevalere in tutto il Paese. La nazione deve essere a suo agio in grande pace e fiducia. Coloro che tentano di turbare la fiducia del popolo, l'integrità e l'ordine pubblico dello Stato in qualsiasi angolo del nostro Paese devono trovare tutte le forze dello Stato contro di loro."
75,In un Paese senza libertà c'è morte e decadenza. La libertà è la madre di ogni progresso e salvezza.
76,"La libertà e l'indipendenza sono il mio carattere. Sono un uomo creato con l'amore per l'indipendenza, che è il patrimonio più prezioso della mia nazione e dei miei grandi antenati."
77,Il tratto distintivo del governatorismo avanzato è che riesce a far credere sinceramente il popolo nella sua compassione oltre che nel suo potere.
78,"La caratteristica distintiva del governatorismo avanzato è la sua capacità di far sì che il popolo creda sinceramente nella sua compassione oltre che nel suo potere. Sarebbe molto opportuno dare importanza allo sviluppo di questa mentalità nella misura più ampia possibile in tutti i funzionari della Repubblica, grandi e piccoli."
79,Coloro che realizzano l'obiettivo della Rivoluzione saranno sempre in grado di proteggerla.
80,"È necessario approfondire e sostenere ogni giorno le basi della rivoluzione. Non inganniamoci a vicenda, il mondo civilizzato è molto avanti. Siamo obbligati a raggiungerlo, per essere inclusi nel cerchio della civiltà."
81,"Nella vita sociale, le persone possono essere considerate in una rete di diritti e doveri. Finché le persone restano umane, non possono uscire da questa rete."
82,La forza che domina la vita e l'attività delle persone è la creatività e la capacità di inventare. È ormai evidente che le persone capaci di invenzione e creatività devono essere colte.
83,"La prosperità dell'intera umanità deve sostituire la fame e l'oppressione. I cittadini del mondo devono essere educati ad allontanarsi dall'invidia, dall'avidità e dall'odio."
84,"Questi vagabondi, sognando di fare qualcosa, hanno fondato un partito chiamato TKP, apparentemente a beneficio del nostro Paese e della nazione. A capo di questo partito ci sono Mustafa Suphi e altri come lui. A mio parere, queste persone hanno fatto alcuni tentativi punk, non per sentimenti patriottici e di vero sentimento nazionale, ma forse per accattivarsi i favori dei mandanti di Mosca che hanno dato loro denaro, li hanno protetti e li hanno patrocinati. Il loro tentativo è stato quello di introdurre il bolscevismo russo nel Paese attraverso vari canali."
85,Le nostre donne avranno la conoscenza e la scienza e passeranno attraverso tutte le fasi educative che passano gli uomini. Le donne cammineranno insieme agli uomini nella vita sociale e saranno aiutanti e sostenitrici l'una dell'altra.
86,Andare d'accordo con i vicini e con tutti gli Stati è l'essenza della politica turca.
87,"Non riconosciamo eccezioni a nessuna parte delle capitolazioni. Non riconosciamo nessuna delle capitolazioni giudiziarie, finanziarie o militari."
88,"Crescere le nostre ragazze capaci di difendere e proteggere gli alti interessi della patria e della nazione dovrebbe essere la base dell'educazione nazionale. Ed è essenziale dare alle nostre ragazze una competenza intellettuale. Non c'è dubbio che le donne turche possiedano il genio. Le donne turche hanno espresso il desiderio di essere incluse nella classe politica che gestisce il destino del Paese a nome della nazione. Pertanto, non possiamo tenere le nostre donne lontane da qualsiasi dovere civico. Perché tutti i diritti nascono dai doveri."
89,"Il comunismo è una questione sociale. Le condizioni sociali del nostro Paese e la forza delle sue tradizioni religiose e nazionali confermano la convinzione che il comunismo in Russia non sia adatto a noi. Pertanto, le nostre relazioni e i rapporti con i russi sono legati solo ai principi di unione e alleanza di due Stati indipendenti."
90,Il contadino è il benefattore di tutti noi. Penseremo al benessere di questo onorevole elemento.
91,"Sapete che i nostri cuori fremono come nazione per le nostre questioni culturali. In prima linea, devo dirvi che ci stiamo impegnando seriamente per fondare la storia turca sulle sue giuste basi e per dare alla lingua turca l'ampiezza che le spetta. Possiamo già credere che questi sforzi daranno risultati sorprendenti."
92,Continuiamo a organizzare il nostro esame culturale secondo principi nuovi e moderni. Gli studi di storia e lingua turca stanno già dando i risultati tanto attesi e illuminanti.
93,"Ho ascoltato con attenzione le parole di Sua Maestà il Re: vogliono che consigli a un capo di Stato di cedere un pezzo del suo Paese ai tedeschi? Come può un uomo come me, che ha combattuto tutta la vita per l'indipendenza del suo Paese e per non cedere un centimetro della sua terra a nessun altro, essere uno strumento per qualcosa di contrario alle sue convinzioni? Vedo, Vostra Maestà il Re, che non conoscono bene me e il mio carattere!"
94,"Poiché l'ufficio del Sultano è anche l'ufficio del Califfato, il nostro Sultano è anche il capo della Repubblica dell'Islam."
95,Ricchezza e proprietà mi opprimono. Provo un grande sollievo nel restituirli alla mia nobile nazione. A cosa serve la ricchezza; la ricchezza dell'uomo dovrebbe essere nella sua personalità spirituale!
96,"Il nostro potere nazionale, che si forma e si manifesta nella nostra Assemblea, libererà la carica del Califfato e del Sultanato dalle pressioni straniere e prenderà misure per salvare lo Stato ottomano dalla disintegrazione e dalla prigionia. L'intero mondo civilizzato e l'umanità, che osservano le nostre azioni passo dopo passo con la convinzione che una nazione che gode di completa indipendenza, che è orgogliosa del suo attaccamento coscienzioso alla carica del Califfato e che vede in se stessa la comprensione di vivere all'interno del mondo islamico, non può essere prigioniera, vi aiuterà."
97,"La resistenza contro l'impetuoso flusso della civiltà è inutile ed è molto implacabile contro gli ignoranti e i disobbedienti. Di fronte alla potenza e alla grandezza della civiltà, che buca le montagne, vola nei cieli, vede, illumina ed esamina tutto, dalle particelle invisibili alle stelle, le nazioni che cercano di camminare con la mentalità del Medioevo e delle superstizioni primitive sono destinate a perire o almeno a essere schiavizzate e umiliate. Tuttavia, il popolo della Repubblica di Turchia ha deciso di vivere per sempre come una nazione innovativa e sviluppata e ha spezzato le catene della schiavitù con un eroismo unico nella storia."
98,I popoli incivili sono destinati a rimanere sotto i piedi dei civilizzati.
99,"Negli affari del Paese, negli affari della nazione, negli affari reali, i sentimenti, i ricordi, la fratellanza e l'amicizia non sono considerati."
100,"Non ho altro scopo che lavorare per la salvezza e la felicità del Paese e della nazione. Questo dà gioia e piacere a sufficienza per un uomo. I miei amici che sono con me e tutti i miei concittadini perseguono lo stesso obiettivo. Hanno capito in modo reale e serio che la pace e la felicità personale e familiare sono possibili solo con la pace e la felicità della nazione e con la sicurezza e l'inviolabilità del Paese. Io e coloro che sono con me siamo convinti della grandezza del nostro obiettivo e della correttezza del nostro percorso. Non abbiamo alcun dubbio o esitazione al riguardo. Abbiamo la necessaria conoscenza della storia recente e lontana della nostra nazione, la nazione turca. Non ci manca la cura di tenere a mente le lezioni del passato per la vita del presente e del futuro. Non ci vantiamo dei nostri servizi. Ci consola la speranza che i servizi che renderemo possano essere motivo di orgoglio."
101,"Non possiamo racchiudere il nostro Paese in un cerchio e vivere in modo irrilevante per il mondo. Al contrario, vivremo al di sopra del livello di civiltà come una nazione elevata, avanzata e civilizzata. Questa vita può essere raggiunta solo attraverso la scienza e la scienza. Saremo ovunque ci siano scienza e scienza e le metteremo nella mente di ogni membro della nazione. Non ci sono condizioni per la scienza e la scienza."
102,Che la nazione riacquisti la sua indipendenza e che il sultanato e il supremo e grande califfato si salvino dall'estinzione. Vi chiedo di crederci dichiarando che la mia eterna devozione è in continuo aumento.
103,"La nazione ha preso la sua sovranità e l'ha presa con una rivolta. La sovranità che è stata presa non può essere abbandonata o restituita per nessun motivo o in nessun modo. Per riconquistare questa sovranità, è necessario utilizzare i mezzi che sono già stati usati."
